transaction_id,account_id,transaction_date,transaction_time,transaction_type,amount,balance_after_transaction,merchant_category
5625,0,2024-08-01,11:15:42 AM,Deposit,0,0,Bills
11023,0,2024-08-07,09:59:01 PM,Transfer,0,0,Bills
6575,0,2024-09-05,01:08:43 PM,Deposit,0,0,Bills
3520,0,2024-09-12,07:03:28 AM,Transfer,47013,0,Bills
4653,0,2024-09-22,09:14:33 AM,Transfer,36765,0,Bills
1424,0,2024-09-23,02:50:47 AM,Transfer,40137,0,Groceries
7760,0,2024-09-30,12:00:00 AM,Withdrawal,0,0,Bills
3151,0,2024-10-01,06:18:24 AM,Deposit,5207,0,Shopping
772,0,2024-10-05,01:30:55 AM,Withdrawal,36572,0,Shopping
2539,0,2024-10-19,05:05:43 AM,Transfer,9546,0,Shopping
3320,0,2024-10-25,06:38:07 AM,Transfer,36550,0,Bills
6550,0,2024-10-31,12:00:00 AM,Withdrawal,2900,0,Shopping
3174,0,2024-11-06,06:21:12 AM,Transfer,37927,0,Dining
9921,0,2024-11-15,07:47:36 PM,Withdrawal,13559,0,Shopping
6230,0,2024-12-04,12:23:50 PM,Transfer,11246,0,Bills
1583,0,2024-01-01,03:11:07 AM,Deposit,4149,0,Dining
5990,0,2024-12-06,11:56:34 AM,Unknown,18013,0,Bills
10559,0,2024-12-09,09:03:54 PM,Deposit,23186,0,Travel
11120,0,2024-12-10,10:09:00 PM,Transfer,23436,0,Bills
6045,0,2024-12-14,12:03:00 PM,Transfer,17306,0,Travel
1691,0,2024-12-28,03:23:33 AM,Withdrawal,17887,0,Groceries
1304,0,2025-01-04,02:34:37 AM,Deposit,48725,0,Travel
7042,0,2025-01-15,02:05:08 PM,Transfer,32102,0,Unknown
11970,0,2025-01-29,11:56:08 PM,Unknown,30145,0,Travel
4217,0,2025-02-11,08:20:53 AM,Deposit,19438,0,Shopping
9342,0,2025-02-11,06:42:08 PM,Withdrawal,13981,0,Groceries
7475,0,2025-02-12,03:01:24 PM,Deposit,13324,0,Travel
5273,0,2025-02-16,10:32:11 AM,Transfer,33539,0,Travel
7259,0,2025-02-22,02:32:42 PM,Unknown,19456,0,Shopping
6774,0,2025-02-27,01:31:59 PM,Withdrawal,15284,0,Travel
8717,0,2025-03-02,05:23:16 PM,Withdrawal,20674,0,Shopping
6498,0,2025-03-17,12:58:47 PM,Deposit,12059,0,Bills
1113,0,2025-03-24,12:00:00 AM,Deposit,28595,0,Groceries
2397,0,2025-03-26,04:45:38 AM,Transfer,39732,0,Dining
5704,0,2025-04-01,11:24:51 AM,Deposit,8935,0,Unknown
194,0,2025-04-02,12:20:27 AM,Transfer,39124,0,Travel
2125,0,2025-04-02,04:13:01 AM,Withdrawal,4440,0,Dining
10840,0,2025-04-05,09:37:20 PM,Deposit,0,0,Travel
7454,0,2025-04-10,12:00:00 AM,Withdrawal,23405,0,Unknown
3730,0,2025-04-19,07:27:21 AM,Deposit,17457,0,Dining
3501,0,2025-04-20,07:01:28 AM,Transfer,23653,0,Bills
5347,0,2025-04-25,10:41:25 AM,Deposit,14676,0,Bills
7591,0,2025-04-29,03:13:31 PM,Transfer,44371,0,Bills
169,0,2025-05-04,12:17:47 AM,Withdrawal,38556,0,Travel
6977,0,2025-05-17,01:58:32 PM,Transfer,2700,0,Groceries
5467,0,2025-05-21,10:58:55 AM,Transfer,24831,0,Travel
9289,0,2024-01-01,06:36:46 PM,Unknown,9758,0,Groceries
3025,0,2025-06-08,12:00:00 AM,Transfer,49131,0,Dining
8491,0,2025-06-19,04:58:00 PM,Transfer,4960,0,Travel
4247,0,2025-06-25,08:24:50 AM,Withdrawal,7427,0,Shopping
11874,0,2024-01-01,12:00:00 AM,Withdrawal,41362,0,Bills
452,0,2025-07-14,12:51:20 AM,Withdrawal,31731,0,Travel
2478,0,2025-07-19,04:57:19 AM,Deposit,6894,0,Dining
9357,0,2025-07-29,06:44:25 PM,Deposit,32082,0,Travel
10428,0,2025-08-20,08:48:43 PM,Transfer,44564,0,Dining
3655,0,2025-08-23,07:19:19 AM,Withdrawal,39994,0,Groceries
1338,0,2024-01-01,02:39:50 AM,Withdrawal,12909,0,Bills
3532,0,2025-09-23,07:04:34 AM,Withdrawal,43660,0,Groceries
8735,0,2025-09-26,05:25:51 PM,Deposit,17434,0,Shopping
1267,0,2025-09-27,02:30:21 AM,Transfer,48065,0,Groceries
5879,0,2025-09-30,11:45:18 AM,Deposit,26271,0,Groceries
4768,0,2025-10-03,09:27:58 AM,Withdrawal,36652,0,Travel
10747,0,2025-10-05,09:26:56 PM,Deposit,2157,0,Groceries
4019,0,2025-10-20,07:59:38 AM,Withdrawal,20906,0,Shopping
11641,0,2025-10-25,11:13:10 PM,Withdrawal,22220,0,Shopping
3540,0,2024-01-01,07:05:43 AM,Withdrawal,17001,0,Unknown
2872,0,2025-12-16,05:44:47 AM,Deposit,16844,0,Bills
3538,0,2024-01-20,07:05:28 AM,Unknown,23145,114281,Groceries
1858,0,2024-02-01,03:44:00 AM,Unknown,27876,449604,Travel
10924,0,2024-02-05,09:47:28 PM,Unknown,866,217539,Travel
12,0,2024-02-06,12:01:25 AM,Unknown,34783,100294,Shopping
8402,0,2024-02-22,04:48:24 PM,Unknown,21578,195309,Bills
1404,0,2024-03-06,02:48:37 AM,Unknown,26308,326511,Travel
8460,0,2024-03-28,04:54:41 PM,Unknown,17225,6536,Dining
9370,0,2024-04-07,06:45:43 PM,Unknown,752,141279,Bills
928,0,2024-04-08,01:50:06 AM,Unknown,33339,297545,Groceries
9850,0,2024-04-08,07:40:20 PM,Unknown,44894,385280,Unknown
10049,0,2024-04-22,08:02:56 PM,Unknown,40748,41121,Dining
4949,0,2024-04-25,09:49:33 AM,Unknown,48065,129108,Shopping
2848,0,2024-04-28,05:43:03 AM,Unknown,47796,369896,Unknown
4439,0,2024-05-09,08:48:19 AM,Unknown,46994,211268,Groceries
7737,0,2024-06-18,03:30:51 PM,Unknown,6971,30884,Bills
6340,0,2024-06-27,12:38:40 PM,Unknown,18587,488557,Shopping
6525,0,2024-07-03,01:02:14 PM,Unknown,2532,167309,Groceries
8920,0,2024-07-19,05:47:05 PM,Unknown,28660,147922,Shopping
10530,0,2024-08-03,09:00:53 PM,Unknown,31968,219530,Unknown
9351,0,2024-08-25,06:43:21 PM,Unknown,14113,103635,Groceries
2693,0,2024-08-30,05:23:32 AM,Unknown,12419,340579,Bills
10032,0,2024-09-04,08:01:46 PM,Unknown,1609,181413,Travel
11611,0,2024-09-10,11:08:38 PM,Unknown,17675,330253,Shopping
9502,0,2024-10-10,07:00:08 PM,Unknown,38914,2292,Shopping
8676,0,2024-10-23,05:17:38 PM,Unknown,12702,463539,Bills
9034,0,2024-10-24,06:03:46 PM,Unknown,5394,316856,Travel
7957,0,2024-10-29,03:57:10 PM,Unknown,10787,465813,Groceries
8983,0,2024-11-06,05:55:55 PM,Unknown,15507,497678,Shopping
2217,0,2024-11-14,04:24:55 AM,Unknown,39582,318656,Shopping
8202,0,2024-11-15,04:24:24 PM,Unknown,44840,134177,Dining
4357,0,2024-11-16,08:38:18 AM,Unknown,23188,321115,Groceries
7284,0,2024-11-17,02:36:17 PM,Unknown,2930,315291,Unknown
4039,0,2024-12-07,08:01:36 AM,Unknown,25838,395411,Travel
4448,0,2025-01-04,08:49:21 AM,Unknown,8854,338936,Bills
1537,0,2025-01-20,03:05:04 AM,Unknown,31669,97977,Shopping
2628,0,2025-01-28,05:16:22 AM,Unknown,35655,440315,Groceries
7278,0,2025-01-30,02:35:43 PM,Unknown,1967,167796,Dining
6999,0,2025-02-01,02:00:29 PM,Unknown,320,68181,Dining
2372,0,2025-02-04,04:42:19 AM,Unknown,10687,420765,Dining
10778,0,2025-02-05,09:29:54 PM,Unknown,11960,36386,Travel
7844,0,2025-03-16,03:43:49 PM,Unknown,19998,243489,Unknown
8807,0,2025-03-19,05:33:57 PM,Unknown,20621,8335,Unknown
1143,0,2025-03-21,02:15:12 AM,Unknown,21613,267971,Dining
6519,0,2025-03-23,01:01:26 PM,Unknown,48231,481481,Shopping
1970,0,2025-04-02,03:56:13 AM,Unknown,13740,267004,Dining
4405,0,2025-04-12,08:44:01 AM,Unknown,22435,357909,Bills
9079,0,2025-05-14,06:09:54 PM,Unknown,40762,186706,Groceries
11208,0,2025-06-01,10:20:24 PM,Unknown,36841,196630,Shopping
7202,0,2025-06-14,02:25:42 PM,Unknown,39984,21046,Dining
11384,0,2025-07-16,10:41:35 PM,Unknown,22863,258378,Bills
1037,0,2025-07-19,02:02:51 AM,Unknown,36317,142972,Bills
11339,0,2025-07-23,10:35:46 PM,Unknown,41952,154012,Dining
9690,0,2025-08-01,07:22:29 PM,Unknown,11416,397140,Groceries
9889,0,2025-08-21,07:44:00 PM,Unknown,37288,365888,Dining
5329,0,2025-09-07,10:39:18 AM,Unknown,10959,430166,Bills
10973,0,2025-09-10,09:52:30 PM,Unknown,7195,467089,Dining
667,0,2025-09-11,01:19:24 AM,Unknown,19242,459304,Shopping
4335,0,2025-10-08,08:34:46 AM,Unknown,38391,219529,Shopping
11846,0,2025-10-08,11:44:09 PM,Unknown,29696,331928,Shopping
8724,0,2025-10-11,05:24:03 PM,Unknown,47481,131002,Groceries
11191,0,2025-10-12,10:17:03 PM,Unknown,2140,42795,Bills
5643,0,2025-10-18,11:17:26 AM,Unknown,38094,152744,Groceries
898,0,2025-11-06,01:46:49 AM,Unknown,45055,445475,Dining
309,0,2025-11-12,12:33:45 AM,Unknown,32279,441463,Bills
11035,0,2025-11-14,10:00:33 PM,Unknown,11464,431108,Unknown
6223,0,2025-12-02,12:23:13 PM,Unknown,45335,151371,Groceries
6585,0,2025-12-11,01:09:25 PM,Unknown,641,77722,Travel
9246,0,2024-01-04,06:31:19 PM,Deposit,6350,67878,Groceries
1985,0,2024-01-07,03:57:11 AM,Deposit,22250,268081,Bills
9498,0,2024-01-07,06:59:58 PM,Deposit,10501,473251,Unknown
2559,0,2024-01-08,05:08:48 AM,Deposit,386,250542,Groceries
6391,0,2024-01-15,12:45:14 PM,Deposit,11671,417419,Unknown
9897,0,2024-01-25,07:44:57 PM,Deposit,4960,195763,Bills
1149,0,2024-01-27,02:15:41 AM,Deposit,33698,329049,Bills
8878,0,2024-01-29,05:41:21 PM,Deposit,14988,126626,Shopping
11056,0,2024-02-08,10:02:27 PM,Deposit,8002,111616,Unknown
6110,0,2024-02-13,12:10:11 PM,Deposit,48945,455671,Travel
6516,0,2024-02-20,01:01:04 PM,Deposit,42709,378182,Dining
5189,0,2024-02-22,10:21:50 AM,Deposit,26905,225567,Groceries
1493,0,2024-02-26,02:58:51 AM,Deposit,23070,391234,Groceries
2531,0,2024-02-27,05:05:01 AM,Deposit,37192,3938,Unknown
9107,0,2024-03-07,06:13:24 PM,Deposit,33321,141092,Bills
5976,0,2024-03-11,11:55:03 AM,Deposit,29702,106346,Shopping
11365,0,2024-03-18,10:39:03 PM,Deposit,46258,292882,Dining
1569,0,2024-03-23,03:09:24 AM,Deposit,27936,169974,Travel
3078,0,2024-03-25,06:09:40 AM,Deposit,19644,280650,Unknown
11658,0,2024-03-25,11:14:55 PM,Deposit,42769,405848,Dining
3641,0,2024-03-28,07:16:50 AM,Deposit,13467,171956,Shopping
8882,0,2024-03-28,05:41:51 PM,Deposit,41362,98670,Travel
1966,0,2024-03-31,03:55:46 AM,Deposit,26303,284995,Dining
9526,0,2024-03-31,07:03:42 PM,Deposit,3929,276903,Bills
3942,0,2024-04-04,07:50:36 AM,Deposit,8270,269079,Bills
8698,0,2024-04-05,05:20:49 PM,Deposit,42029,152164,Groceries
8390,0,2024-04-15,04:47:02 PM,Deposit,5203,330334,Dining
4478,0,2024-04-16,08:53:13 AM,Deposit,29371,479958,Shopping
3325,0,2024-04-22,06:38:35 AM,Deposit,32495,85635,Travel
8437,0,2024-04-23,04:52:22 PM,Deposit,4796,346187,Travel
7272,0,2024-04-25,02:34:42 PM,Deposit,48328,428697,Bills
7814,0,2024-04-25,03:40:28 PM,Deposit,29869,172522,Travel
10841,0,2024-05-02,09:37:26 PM,Deposit,25159,397763,Travel
4488,0,2024-05-07,08:53:55 AM,Deposit,17627,492071,Groceries
4443,0,2024-05-08,08:48:51 AM,Deposit,10798,224603,Dining
4454,0,2024-05-14,08:50:07 AM,Deposit,43652,77299,Groceries
4894,0,2024-05-18,09:42:52 AM,Deposit,20852,429720,Bills
648,0,2024-05-23,01:17:39 AM,Deposit,35326,149680,Bills
471,0,2024-05-26,12:54:15 AM,Deposit,48138,377672,Dining
8712,0,2024-05-28,05:22:35 PM,Deposit,3556,43342,Travel
6342,0,2024-05-31,12:38:47 PM,Deposit,24262,406214,Bills
7191,0,2024-06-01,02:24:12 PM,Deposit,3091,138725,Unknown
1807,0,2024-06-10,03:37:48 AM,Deposit,47138,2833,Shopping
3791,0,2024-06-11,07:33:19 AM,Deposit,32209,239846,Travel
5678,0,2024-06-11,11:21:36 AM,Deposit,19854,9644,Bills
1560,0,2024-06-15,03:08:22 AM,Deposit,29953,165379,Travel
11631,0,2024-06-17,11:12:11 PM,Deposit,5755,28474,Groceries
7733,0,2024-06-18,03:30:28 PM,Deposit,32951,227627,Shopping
2207,0,2024-06-19,04:22:34 AM,Deposit,19455,171750,Bills
2315,0,2024-06-23,04:36:57 AM,Deposit,5211,300606,Shopping
1770,0,2024-06-27,03:32:33 AM,Deposit,48394,443955,Dining
11428,0,2024-06-29,10:46:27 PM,Deposit,47486,488958,Dining
7150,0,2024-06-30,02:18:47 PM,Deposit,30225,325565,Dining
7504,0,2024-07-03,03:05:22 PM,Deposit,49547,224453,Dining
7180,0,2024-07-17,02:22:28 PM,Deposit,22863,306526,Shopping
4272,0,2024-07-22,08:28:42 AM,Deposit,8673,16205,Travel
7710,0,2024-07-25,03:27:48 PM,Deposit,38297,464591,Groceries
554,0,2024-07-31,01:05:17 AM,Deposit,48575,241135,Dining
3406,0,2024-08-09,06:49:59 AM,Deposit,49161,309919,Travel
8629,0,2024-08-09,05:12:28 PM,Deposit,31312,78451,Dining
6426,0,2024-08-14,12:50:01 PM,Deposit,8925,492129,Shopping
10507,0,2024-08-14,08:58:23 PM,Deposit,206,65437,Unknown
5648,0,2024-08-16,11:17:52 AM,Deposit,27270,427278,Bills
143,0,2024-08-17,12:14:37 AM,Deposit,36474,150994,Dining
8780,0,2024-08-22,05:31:06 PM,Deposit,32874,342882,Unknown
878,0,2024-08-24,01:44:59 AM,Deposit,1406,357433,Dining
10018,0,2024-08-24,08:00:40 PM,Deposit,28607,347894,Travel
6795,0,2024-08-30,01:34:13 PM,Deposit,29752,194493,Travel
5448,0,2024-09-09,10:56:03 AM,Deposit,33641,26387,Shopping
10907,0,2024-09-21,09:45:33 PM,Deposit,11182,420397,Unknown
10152,0,2024-09-24,08:15:18 PM,Deposit,49556,270568,Dining
1994,0,2024-09-30,03:58:13 AM,Deposit,37261,275795,Groceries
429,0,2024-10-04,12:48:37 AM,Deposit,16645,250972,Unknown
2270,0,2024-10-08,04:31:08 AM,Deposit,30121,453466,Travel
9636,0,2024-10-09,07:15:55 PM,Deposit,35304,396238,Dining
2214,0,2024-10-17,04:24:20 AM,Deposit,8389,364026,Shopping
10497,0,2024-10-20,08:57:08 PM,Deposit,25723,363161,Shopping
1262,0,2024-10-25,02:29:50 AM,Deposit,15481,117766,Unknown
5604,0,2024-11-02,11:13:11 AM,Deposit,48893,152401,Dining
6708,0,2024-11-08,01:24:30 PM,Deposit,43161,28698,Shopping
666,0,2024-11-18,01:19:14 AM,Deposit,1832,38914,Shopping
4296,0,2024-11-22,08:31:13 AM,Deposit,40666,53472,Groceries
9655,0,2024-11-23,07:17:41 PM,Deposit,8476,88275,Shopping
3329,0,2024-11-30,06:39:28 AM,Deposit,32033,374948,Shopping
3909,0,2024-12-01,07:46:31 AM,Deposit,31572,314764,Shopping
5652,0,2024-12-11,11:18:11 AM,Deposit,49189,201438,Bills
11908,0,2024-12-13,11:50:05 PM,Deposit,7369,50796,Travel
7573,0,2024-12-15,03:11:59 PM,Deposit,41832,438382,Travel
4121,0,2024-12-25,08:10:42 AM,Deposit,49357,158183,Dining
5854,0,2024-12-25,11:42:59 AM,Deposit,21531,357297,Dining
925,0,2024-12-26,01:49:29 AM,Deposit,34972,430682,Dining
8788,0,2024-12-30,05:31:48 PM,Deposit,253,370941,Bills
5345,0,2025-01-03,10:41:16 AM,Deposit,12370,134617,Shopping
11815,0,2025-01-03,11:38:57 PM,Deposit,40510,143194,Unknown
1758,0,2025-01-06,03:31:38 AM,Deposit,10778,440794,Groceries
9802,0,2025-01-07,07:34:31 PM,Deposit,25766,421531,Bills
1067,0,2025-01-12,02:05:56 AM,Deposit,5019,376874,Groceries
9260,0,2025-01-23,06:32:57 PM,Deposit,15509,424858,Unknown
2603,0,2025-01-24,05:13:02 AM,Deposit,5038,137807,Shopping
6582,0,2025-02-01,01:09:19 PM,Deposit,35163,443978,Dining
2894,0,2025-02-06,05:47:46 AM,Deposit,24782,387881,Bills
9202,0,2025-02-07,06:25:43 PM,Deposit,16820,49721,Unknown
9345,0,2025-02-09,06:42:30 PM,Deposit,6044,29701,Shopping
1611,0,2025-02-14,03:13:57 AM,Deposit,46174,233651,Dining
4322,0,2025-02-15,08:33:30 AM,Deposit,1377,32213,Travel
3184,0,2025-02-22,06:22:38 AM,Deposit,36994,404807,Travel
7137,0,2025-02-27,02:16:49 PM,Deposit,38961,489152,Unknown
479,0,2025-03-03,12:55:04 AM,Deposit,18626,249675,Groceries
2778,0,2025-03-10,05:34:12 AM,Deposit,10193,321927,Dining
7738,0,2025-03-12,03:30:56 PM,Deposit,4064,99246,Travel
11867,0,2025-03-14,11:46:08 PM,Deposit,7233,312346,Bills
2338,0,2025-03-16,04:38:54 AM,Deposit,33460,216610,Groceries
954,0,2025-03-24,01:53:22 AM,Deposit,34801,279935,Groceries
1189,0,2025-03-27,02:22:22 AM,Deposit,4257,138019,Dining
1536,0,2025-03-27,03:05:01 AM,Deposit,892,411315,Groceries
2088,0,2025-03-27,04:08:44 AM,Deposit,48445,378808,Travel
7209,0,2025-03-31,02:26:33 PM,Deposit,24063,234537,Shopping
8683,0,2025-04-01,05:18:31 PM,Deposit,42685,448794,Dining
4956,0,2025-04-10,09:50:18 AM,Deposit,46106,55030,Dining
6025,0,2025-04-11,12:00:53 PM,Deposit,20027,207885,Travel
7135,0,2025-04-11,02:16:18 PM,Deposit,29448,330445,Travel
6883,0,2025-04-22,01:47:22 PM,Deposit,15766,262448,Dining
6154,0,2025-04-23,12:15:18 PM,Deposit,15590,209185,Groceries
10522,0,2025-04-25,09:00:18 PM,Deposit,27598,5565,Groceries
1198,0,2025-04-26,02:23:29 AM,Deposit,10849,228131,Unknown
407,0,2025-05-01,12:46:03 AM,Deposit,26172,159801,Shopping
11238,0,2025-05-14,10:24:05 PM,Deposit,13457,390165,Travel
4814,0,2025-05-31,09:33:05 AM,Deposit,13832,84159,Dining
4664,0,2025-06-01,09:15:39 AM,Deposit,25425,45032,Dining
3140,0,2025-06-03,06:17:10 AM,Deposit,27613,147116,Shopping
11207,0,2025-06-04,10:20:19 PM,Deposit,2473,112094,Unknown
8687,0,2025-06-08,05:19:02 PM,Deposit,18497,287774,Shopping
10613,0,2025-06-08,09:09:54 PM,Deposit,4366,450346,Bills
1754,0,2025-06-09,03:31:21 AM,Deposit,10259,425408,Travel
9428,0,2025-06-10,06:52:56 PM,Deposit,43448,43659,Shopping
9576,0,2025-06-11,07:09:46 PM,Deposit,47609,140718,Dining
8246,0,2025-06-14,04:30:31 PM,Deposit,24807,207955,Travel
10873,0,2025-06-16,09:41:10 PM,Deposit,17081,243088,Bills
6944,0,2025-06-17,01:55:13 PM,Deposit,34941,348042,Dining
11367,0,2025-06-21,10:39:24 PM,Deposit,1929,88153,Groceries
7067,0,2025-06-24,02:08:31 PM,Deposit,7644,165542,Shopping
2111,0,2025-06-25,04:11:30 AM,Deposit,29347,31955,Dining
7812,0,2025-06-25,03:40:05 PM,Deposit,253,150733,Shopping
10703,0,2025-06-25,09:21:14 PM,Deposit,37848,218249,Shopping
9684,0,2025-06-27,07:21:39 PM,Deposit,19418,180479,Groceries
6033,0,2025-07-03,12:01:40 PM,Deposit,39543,482815,Travel
8151,0,2025-07-30,04:18:53 PM,Deposit,48707,214540,Groceries
7295,0,2025-07-31,02:36:42 PM,Deposit,27301,328047,Shopping
10576,0,2025-08-04,09:05:25 PM,Deposit,36639,54125,Groceries
4971,0,2025-08-06,09:52:07 AM,Deposit,42962,433302,Shopping
1042,0,2025-08-10,02:03:08 AM,Deposit,35066,497386,Dining
7531,0,2025-08-11,03:07:39 PM,Deposit,20147,447666,Unknown
45,0,2025-08-13,12:04:26 AM,Deposit,25189,152653,Groceries
5254,0,2025-08-18,10:29:24 AM,Deposit,49524,70255,Travel
7015,0,2025-08-19,02:02:13 PM,Deposit,33617,396688,Shopping
111,0,2025-08-23,12:11:03 AM,Deposit,10845,135873,Dining
3273,0,2025-08-28,06:34:21 AM,Deposit,7458,453977,Dining
7047,0,2025-08-29,02:05:29 PM,Deposit,30868,77603,Shopping
1711,0,2025-08-30,03:26:11 AM,Deposit,31038,393947,Groceries
11751,0,2025-08-30,11:27:37 PM,Deposit,11173,88093,Travel
7625,0,2025-08-31,03:16:59 PM,Deposit,33624,350152,Bills
7851,0,2025-09-01,03:44:39 PM,Deposit,28001,78488,Travel
11287,0,2025-09-11,10:30:05 PM,Deposit,42811,433073,Bills
5033,0,2025-09-12,10:00:35 AM,Deposit,6316,61460,Dining
11289,0,2025-09-13,10:30:12 PM,Deposit,18093,205481,Unknown
4374,0,2025-09-16,08:40:00 AM,Deposit,10854,428109,Shopping
913,0,2025-09-25,01:48:18 AM,Deposit,8210,475612,Dining
1117,0,2025-09-26,02:12:05 AM,Deposit,37574,132494,Unknown
4336,0,2025-09-29,08:34:58 AM,Deposit,47569,385507,Travel
11463,0,2025-09-29,10:51:12 PM,Deposit,6502,233212,Travel
1412,0,2025-10-12,02:49:12 AM,Deposit,14568,373439,Shopping
28,0,2025-10-23,12:03:05 AM,Deposit,27953,380268,Groceries
1368,0,2025-10-26,02:44:01 AM,Deposit,10907,419998,Unknown
4893,0,2025-10-27,09:42:46 AM,Deposit,40552,147000,Dining
5984,0,2025-10-27,11:55:51 AM,Deposit,7041,189879,Bills
10326,0,2025-10-28,08:36:45 PM,Deposit,20908,385961,Shopping
7157,0,2025-10-29,02:19:24 PM,Deposit,37503,297137,Shopping
7122,0,2025-10-30,02:15:03 PM,Deposit,28998,32833,Travel
1135,0,2025-10-31,02:14:12 AM,Deposit,47792,14299,Bills
7204,0,2025-11-05,02:25:48 PM,Deposit,4203,19478,Dining
412,0,2025-11-18,12:46:53 AM,Deposit,15104,36289,Groceries
6608,0,2025-11-24,01:12:12 PM,Deposit,31049,179966,Shopping
568,0,2025-11-26,01:07:01 AM,Deposit,33912,487885,Bills
632,0,2025-11-27,01:15:31 AM,Deposit,16836,345874,Shopping
11878,0,2025-11-27,11:47:22 PM,Deposit,24095,396093,Shopping
8124,0,2025-12-03,04:14:49 PM,Deposit,28459,441808,Bills
8556,0,2025-12-06,05:05:28 PM,Deposit,47531,491875,Bills
341,0,2025-12-08,12:37:58 AM,Deposit,4315,217071,Travel
10754,0,2025-12-15,09:27:23 PM,Deposit,41432,371514,Dining
5243,0,2025-12-18,10:28:00 AM,Deposit,19697,198962,Bills
8756,0,2025-12-18,05:27:46 PM,Deposit,9977,269197,Groceries
1533,0,2025-12-19,03:04:52 AM,Deposit,4934,321692,Dining
7335,0,2025-12-24,02:41:26 PM,Deposit,16446,226830,Shopping
8152,0,2025-12-24,04:18:54 PM,Deposit,15766,464393,Travel
2983,0,2025-12-26,05:57:22 AM,Deposit,38707,40877,Bills
11802,0,2025-12-28,11:37:14 PM,Deposit,14790,390310,Groceries
9814,0,2025-12-29,07:36:48 PM,Deposit,11073,111535,Shopping
3149,0,2025-12-30,06:18:01 AM,Deposit,5816,226576,Dining
464,0,2024-01-02,12:53:34 AM,Transfer,43973,113761,Bills
11321,0,2024-01-02,10:34:17 PM,Transfer,22188,83174,Groceries
7883,0,2024-01-05,03:47:47 PM,Transfer,30245,278557,Travel
5584,0,2024-01-12,11:11:00 AM,Transfer,6239,233061,Bills
8917,0,2024-01-18,05:46:38 PM,Transfer,39054,49818,Groceries
9295,0,2024-01-21,06:37:24 PM,Transfer,30533,434619,Shopping
5767,0,2024-01-22,11:31:42 AM,Transfer,47711,12849,Travel
1390,0,2024-01-25,02:46:47 AM,Transfer,37274,11953,Dining
2701,0,2024-01-25,05:24:42 AM,Transfer,45481,428888,Groceries
11851,0,2024-01-29,11:45:08 PM,Transfer,26936,191837,Shopping
11962,0,2024-01-30,11:55:43 PM,Transfer,9628,50493,Travel
6497,0,2024-01-31,12:58:30 PM,Transfer,11345,324078,Unknown
10672,0,2024-02-01,09:16:35 PM,Transfer,47789,141615,Unknown
3253,0,2024-02-05,06:31:43 AM,Transfer,42446,456525,Dining
8174,0,2024-02-06,04:21:28 PM,Transfer,31625,446076,Groceries
4255,0,2024-02-09,08:26:04 AM,Transfer,4856,261035,Unknown
1168,0,2024-02-13,02:18:50 AM,Transfer,5907,404216,Travel
3317,0,2024-02-16,06:37:59 AM,Transfer,17604,422485,Dining
1043,0,2024-02-17,02:03:12 AM,Transfer,11120,60318,Shopping
3459,0,2024-02-20,06:55:58 AM,Transfer,46485,276724,Shopping
8495,0,2024-02-24,04:58:28 PM,Transfer,25735,245458,Groceries
3714,0,2024-02-27,07:26:02 AM,Transfer,15552,53730,Bills
8141,0,2024-02-29,04:17:21 PM,Transfer,6574,433766,Shopping
